order_id,customer_id,days_rented,days_late,grand_total,points_used,earned_points,date_issued,return_status
REC00089,CUST008,7,0,141.0,0,4,2026-08-30 16:35:05,ตรงเวลา (On-time)
REC00090,CUST015,10,0,201.0,0,4,2026-08-30 16:35:05,ตรงเวลา (On-time)
REC00091,CUST030,10,0,268.0,0,5,2026-08-30 16:35:05,ตรงเวลา (On-time)
REC00092,CUST006,10,0,67.0,0,2,2026-08-30 16:35:05,ตรงเวลา (On-time)
REC00093,CUST022,1,0,28.0,0,5,2026-08-30 16:35:05,ตรงเวลา (On-time)
REC00094,CUST018,1,0,21.0,0,4,2026-08-30 16:35:05,ตรงเวลา (On-time)
REC00095,CUST005,10,0,67.0,0,2,2026-08-30 16:35:05,ตรงเวลา (On-time)
REC00096,CUST016,1,0,7.0,0,2,2026-08-30 16:35:05,ตรงเวลา (On-time)
REC00097,CUST024,1,0,21.0,0,4,2026-08-30 16:35:05,ตรงเวลา (On-time)
REC00098,CUST026,7,0,188.0,0,5,2026-08-30 16:35:05,ตรงเวลา (On-time)
REC00099,CUST015,1,0,7.0,0,2,2026-08-30 16:35:05,ตรงเวลา (On-time)
REC00100,CUST011,10,0,67.0,0,2,2026-08-30 16:35:05,ตรงเวลา (On-time)
REC00101,CUST005,7,0,47.0,0,2,2026-08-30 16:35:05,ตรงเวลา (On-time)
REC00102,CUST013,10,2,261.0,0,3,2026-08-30 16:35:05,คืนสาย (Late)
REC00103,CUST024,10,0,134.0,0,3,2026-08-30 16:35:05,ตรงเวลา (On-time)
REC00104,CUST014,7,0,47.0,0,2,2026-08-30 16:35:05,ตรงเวลา (On-time)
REC00105,CUST008,10,0,268.0,0,5,2026-08-30 16:35:05,ตรงเวลา (On-time)
REC00106,CUST012,3,0,80.0,0,5,2026-08-30 16:35:05,ตรงเวลา (On-time)
REC00107,CUST015,10,0,268.0,0,5,2026-08-30 16:35:05,ตรงเวลา (On-time)
REC00108,CUST020,1,0,28.0,0,5,2026-08-30 16:35:05,ตรงเวลา (On-time)
REC00109,CUST004,10,0,134.0,0,3,2026-08-30 16:35:05,ตรงเวลา (On-time)
REC00110,CUST029,7,0,47.0,0,2,2026-08-30 16:35:05,ตรงเวลา (On-time)
REC00111,CUST015,1,1,34.0,0,2,2026-08-30 16:35:05,คืนสาย (Late)
REC00112,CUST001,7,0,47.0,0,2,2026-08-30 16:35:05,ตรงเวลา (On-time)
REC00113,CUST018,10,0,67.0,0,2,2026-08-30 16:35:05,ตรงเวลา (On-time)
REC00114,CUST026,1,0,7.0,0,2,2026-08-30 16:35:05,ตรงเวลา (On-time)
REC00115,CUST017,1,0,21.0,0,4,2026-08-30 16:35:05,ตรงเวลา (On-time)
REC00116,CUST003,7,0,188.0,0,5,2026-08-30 16:35:05,ตรงเวลา (On-time)
REC00117,CUST006,1,0,14.0,0,3,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00118,CUST003,3,2,160.0,0,4,2026-08-30 16:35:06,คืนสาย (Late)
REC00119,CUST024,3,0,20.0,0,2,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00120,CUST015,7,2,67.0,0,1,2026-08-30 16:35:06,คืนสาย (Late)
REC00121,CUST001,1,0,28.0,0,5,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00122,CUST009,1,0,28.0,0,5,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00123,CUST007,10,0,201.0,0,4,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00124,CUST026,1,0,21.0,0,4,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00125,CUST011,10,0,268.0,0,5,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00126,CUST009,10,0,67.0,0,2,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00127,CUST014,7,0,94.0,0,3,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00128,CUST026,1,0,21.0,0,4,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00129,CUST020,10,0,134.0,0,3,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00130,CUST018,7,0,94.0,0,3,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00131,CUST011,3,0,80.0,0,5,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00132,CUST009,7,0,94.0,0,3,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00133,CUST010,7,0,47.0,0,2,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00134,CUST030,1,0,7.0,0,2,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00135,CUST022,1,0,21.0,0,4,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00136,CUST011,1,0,14.0,0,3,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00137,CUST004,1,1,34.0,0,2,2026-08-30 16:35:06,คืนสาย (Late)
REC00138,CUST004,10,0,67.0,0,2,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00139,CUST008,1,0,21.0,0,4,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00140,CUST028,3,0,40.0,0,3,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00141,CUST024,7,0,141.0,0,4,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00142,CUST006,1,0,28.0,0,5,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00143,CUST011,1,0,21.0,0,4,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00144,CUST017,3,0,80.0,0,5,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00145,CUST019,7,0,47.0,0,2,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00146,CUST020,1,0,7.0,0,2,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00147,CUST016,3,0,80.0,0,5,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00148,CUST022,7,0,94.0,0,3,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00149,CUST009,1,0,21.0,0,4,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00150,CUST019,3,0,60.0,0,4,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00151,CUST011,7,0,94.0,0,3,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00152,CUST007,7,0,47.0,0,2,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00153,CUST023,10,0,268.0,0,5,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00154,CUST018,3,0,60.0,0,4,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00155,CUST009,10,0,134.0,0,3,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00156,CUST019,1,0,7.0,0,2,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00157,CUST028,10,0,134.0,0,3,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00158,CUST012,1,2,54.0,0,2,2026-08-30 16:35:06,คืนสาย (Late)
REC00159,CUST006,3,0,20.0,0,2,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00160,CUST010,10,0,201.0,0,4,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00161,CUST005,7,0,94.0,0,3,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00162,CUST027,1,0,28.0,0,5,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00163,CUST029,7,0,94.0,0,3,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00164,CUST029,10,0,268.0,0,5,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00165,CUST013,10,0,134.0,0,3,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00166,CUST029,10,0,201.0,0,4,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00167,CUST029,1,0,21.0,0,4,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00168,CUST027,10,0,134.0,0,3,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00169,CUST025,3,0,60.0,0,4,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00170,CUST021,10,0,67.0,0,2,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00171,CUST009,3,2,40.0,0,1,2026-08-30 16:35:06,คืนสาย (Late)
REC00172,CUST023,1,0,28.0,0,5,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00173,CUST014,7,0,47.0,0,2,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00174,CUST004,3,0,40.0,0,3,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00175,CUST017,10,0,268.0,0,5,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00176,CUST005,10,0,67.0,0,2,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00177,CUST001,7,0,94.0,0,3,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00178,CUST006,10,0,268.0,0,5,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00179,CUST019,7,0,188.0,0,5,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00180,CUST004,7,0,188.0,0,5,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00181,CUST016,1,0,21.0,0,4,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00182,CUST020,3,0,80.0,0,5,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00183,CUST018,3,0,20.0,0,2,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00184,CUST014,1,0,7.0,0,2,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00185,CUST018,10,0,134.0,0,3,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00186,CUST012,10,0,201.0,0,4,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00187,CUST015,10,1,308.0,0,4,2026-08-30 16:35:06,คืนสาย (Late)
REC00188,CUST016,7,0,47.0,0,2,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00189,CUST012,1,1,68.0,0,4,2026-08-30 16:35:06,คืนสาย (Late)
REC00190,CUST005,3,0,20.0,0,2,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00191,CUST029,1,0,28.0,0,5,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00192,CUST026,10,0,67.0,0,2,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00193,CUST009,1,0,14.0,0,3,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00194,CUST009,1,0,14.0,0,3,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00195,CUST028,7,0,188.0,0,5,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00196,CUST019,1,0,7.0,0,2,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00197,CUST030,10,0,134.0,0,3,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00198,CUST023,1,0,14.0,0,3,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00199,CUST025,7,1,114.0,0,2,2026-08-30 16:35:06,คืนสาย (Late)
REC00200,CUST006,1,0,14.0,0,3,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00201,CUST002,1,0,14.0,0,3,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00202,CUST014,3,1,120.0,0,4,2026-08-30 16:35:06,คืนสาย (Late)
REC00203,CUST008,7,0,47.0,0,2,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00204,CUST003,7,0,47.0,0,2,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00205,CUST023,10,0,268.0,0,5,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00206,CUST022,3,0,80.0,0,5,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00207,CUST001,1,1,17.0,0,1,2026-08-30 16:35:06,คืนสาย (Late)
REC00208,CUST009,3,0,80.0,0,5,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00209,CUST022,1,0,21.0,0,4,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00210,CUST009,1,0,21.0,0,4,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00211,CUST014,3,0,60.0,0,4,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00212,CUST019,3,0,40.0,0,3,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00213,CUST017,10,0,67.0,0,2,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00214,CUST020,7,0,47.0,0,2,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00215,CUST002,1,0,21.0,0,4,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00216,CUST005,1,0,28.0,0,5,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00217,CUST020,1,0,28.0,0,5,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00218,CUST011,1,0,28.0,0,5,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00219,CUST025,3,0,40.0,0,3,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00220,CUST019,7,0,94.0,0,3,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00221,CUST005,3,0,80.0,0,5,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00222,CUST023,10,1,77.0,0,1,2026-08-30 16:35:06,คืนสาย (Late)
REC00223,CUST009,7,0,47.0,0,2,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00224,CUST015,1,0,7.0,0,2,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00225,CUST012,1,0,21.0,0,4,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00226,CUST005,3,0,60.0,0,4,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00227,CUST024,7,0,141.0,0,4,2026-08-30 16:35:06,ตรงเวลา (On-time)
REC00228,CUST019,10,0,268.0,0,5,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00229,CUST027,3,0,40.0,0,3,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00230,CUST005,3,0,60.0,0,4,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00231,CUST027,7,1,114.0,0,2,2026-08-30 16:35:07,คืนสาย (Late)
REC00232,CUST003,3,0,60.0,0,4,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00233,CUST010,7,0,94.0,0,3,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00234,CUST024,7,0,141.0,0,4,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00235,CUST026,7,0,94.0,0,3,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00236,CUST013,3,0,60.0,0,4,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00237,CUST026,10,0,201.0,0,4,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00238,CUST008,3,0,40.0,0,3,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00239,CUST024,3,0,40.0,0,3,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00240,CUST018,1,0,28.0,0,5,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00241,CUST004,10,0,268.0,0,5,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00242,CUST025,1,0,28.0,0,5,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00243,CUST004,7,0,94.0,0,3,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00244,CUST009,1,0,7.0,0,2,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00245,CUST022,3,0,20.0,0,2,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00246,CUST020,3,0,20.0,0,2,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00247,CUST029,10,0,201.0,0,4,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00248,CUST019,3,0,60.0,0,4,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00249,CUST022,1,1,68.0,0,4,2026-08-30 16:35:07,คืนสาย (Late)
REC00250,CUST028,10,2,261.0,0,3,2026-08-30 16:35:07,คืนสาย (Late)
REC00251,CUST006,1,0,7.0,0,2,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00252,CUST023,3,0,40.0,0,3,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00253,CUST028,1,0,28.0,0,5,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00254,CUST012,3,0,80.0,0,5,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00255,CUST028,1,0,28.0,0,5,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00256,CUST025,10,0,67.0,0,2,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00257,CUST002,7,0,141.0,0,4,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00258,CUST029,3,0,20.0,0,2,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00259,CUST006,3,0,20.0,0,2,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00260,CUST006,1,0,21.0,0,4,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00261,CUST009,3,1,30.0,0,1,2026-08-30 16:35:07,คืนสาย (Late)
REC00262,CUST004,10,0,268.0,0,5,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00263,CUST003,3,0,40.0,0,3,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00264,CUST027,3,0,40.0,0,3,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00265,CUST002,3,0,40.0,0,3,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00266,CUST003,10,1,308.0,0,4,2026-08-30 16:35:07,คืนสาย (Late)
REC00267,CUST023,10,0,268.0,0,5,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00268,CUST014,7,0,188.0,0,5,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00269,CUST018,7,0,188.0,0,5,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00270,CUST021,1,0,7.0,0,2,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00271,CUST003,7,0,47.0,0,2,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00272,CUST013,1,0,7.0,0,2,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00273,CUST012,3,0,60.0,0,4,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00274,CUST008,10,0,67.0,0,2,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00275,CUST001,7,0,94.0,0,3,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00276,CUST029,7,0,94.0,0,3,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00277,CUST015,3,0,40.0,0,3,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00278,CUST003,10,0,268.0,0,5,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00279,CUST002,7,0,94.0,0,3,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00280,CUST015,10,0,268.0,0,5,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00281,CUST028,3,0,20.0,0,2,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00282,CUST010,10,0,201.0,0,4,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00283,CUST026,7,0,188.0,0,5,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00284,CUST016,10,0,67.0,0,2,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00285,CUST023,10,0,67.0,0,2,2026-08-30 16:35:07,ตรงเวลา (On-time)
